timestamp_ms,utc,open,high,low,close,volume_btc,volume_quote,confirmed
1668643200000,2022-11-17T00:00:00+00:00,16660.1,16755,16420,16692.4,4146.50372129,68817928.08007166,1
1668729600000,2022-11-18T00:00:00+00:00,16692.5,16988.8,16555.1,16699.1,7419.6720226,124388076.4724242,1
1668816000000,2022-11-19T00:00:00+00:00,16700.9,16818.6,16557.5,16707.7,2639.95501278,43972252.75926647,1
1668902400000,2022-11-20T00:00:00+00:00,16702.8,16750,16178,16282.7,3608.84677394,59602662.70501608,1
1668988800000,2022-11-21T00:00:00+00:00,16282.1,16331.5,15450,15783.5,13036.06732598,208760909.65762533,1
1669075200000,2022-11-22T00:00:00+00:00,15783.6,16315.3,15624.2,16227.1,8249.56719207,131619654.34421724,1
1669161600000,2022-11-23T00:00:00+00:00,16227.5,16720.4,16165.4,16606.8,8039.98684439,132571085.95684495,1
1669248000000,2022-11-24T00:00:00+00:00,16604.9,16810.8,16463.7,16602.8,5402.43417617,89828782.25327751,1
1669334400000,2022-11-25T00:00:00+00:00,16602.8,16630.3,16350.1,16522.4,4109.42038856,67769030.64637324,1
1669420800000,2022-11-26T00:00:00+00:00,16520.2,16700,16382.9,16458.4,3611.08328023,59839253.36798867,1
1669507200000,2022-11-27T00:00:00+00:00,16459.7,16598.3,16400,16427.4,2443.74399866,40400968.10161172,1
1669593600000,2022-11-28T00:00:00+00:00,16429.8,16484.3,16000,16215,5860.8939274,95072427.31255655,1
1669680000000,2022-11-29T00:00:00+00:00,16215.1,16546.2,16101.4,16442.8,5520.51152866,90596449.50968774,1
1669766400000,2022-11-30T00:00:00+00:00,16442.8,17255,16430.7,17164.8,12956.75286331,218777902.931725,1
1669852800000,2022-12-01T00:00:00+00:00,17164.7,17335.5,16865.2,16980.1,6430.40921969,109837631.02800466,1
1669939200000,2022-12-02T00:00:00+00:00,16979.9,17104.1,16776.8,17091.3,7611.54590571,129037183.62764372,1
1670025600000,2022-12-03T00:00:00+00:00,17091.4,17169.2,16865,16887.1,2656.49051419,45105015.34494466,1
1670112000000,2022-12-04T00:00:00+00:00,16886.8,17200,16883.2,17109,6708.63217978,114407396.13110295,1
1670198400000,2022-12-05T00:00:00+00:00,17109,17420.1,16870.7,16966.6,8761.29020221,150651631.98825702,1
1670284800000,2022-12-06T00:00:00+00:00,16967.4,17110.8,16910.2,17087.9,5179.5741163,88147934.95673988,1
1670371200000,2022-12-07T00:00:00+00:00,17089,17141.4,16686,16837,4842.2820905,81646050.74088182,1
1670457600000,2022-12-08T00:00:00+00:00,16837.1,17296.9,16733.3,17226,5040.43475247,85589956.05100552,1
1670544000000,2022-12-09T00:00:00+00:00,17226,17353.9,17063.8,17127.2,4201.46264973,72231844.45800352,1
1670630400000,2022-12-10T00:00:00+00:00,17127.3,17230,17092,17127.9,1906.40655159,32726430.27047058,1
1670716800000,2022-12-11T00:00:00+00:00,17128,17269.3,17072.1,17082.3,2391.11474393,41025160.26465876,1
1670803200000,2022-12-12T00:00:00+00:00,17083.1,17238,16870.6,17207.1,4472.0002161,76065481.86582961,1
1670889600000,2022-12-13T00:00:00+00:00,17207.9,17999,17083.1,17780,11621.98667368,205127583.18043455,1
1670976000000,2022-12-14T00:00:00+00:00,17780.1,18377.1,17661,17806.8,15940.84948469,286970550.54561434,1
1671062400000,2022-12-15T00:00:00+00:00,17806.8,17851.7,17277,17359.2,7182.23100737,126135243.2202299,1
1671148800000,2022-12-16T00:00:00+00:00,17359.2,17527.5,16530,16629.2,12272.75911735,208278200.53015198,1
1671235200000,2022-12-17T00:00:00+00:00,16631.4,16795.7,16581.8,16778.8,4684.21505897,78180079.63931209,1
1671321600000,2022-12-18T00:00:00+00:00,16778.8,16900,16704,16738.7,817.10169051,13700903.00475404,1
1671408000000,2022-12-19T00:00:00+00:00,16737.5,16812.9,16248.6,16440,5859.85938092,97211135.05890667,1
1671494400000,2022-12-20T00:00:00+00:00,16440,17061.4,16400,16893.8,7345.26469015,123469265.99760745,1
1671580800000,2022-12-21T00:00:00+00:00,16894.9,16921.1,16725.5,16830.7,2605.76400592,43850106.47377679,1
1671667200000,2022-12-22T00:00:00+00:00,16830.5,16867.7,16568.2,16824.4,3708.43160745,62129242.43061872,1
1671753600000,2022-12-23T00:00:00+00:00,16824.4,16965.7,16722.4,16784.7,4056.97496064,68302488.18518704,1
1671840000000,2022-12-24T00:00:00+00:00,16784.1,16864,16783.9,16837.5,1291.09563218,21729417.75397886,1
1671926400000,2022-12-25T00:00:00+00:00,16837.6,16856.3,16717.9,16837.7,1720.83972981,28915769.1261444,1
1672012800000,2022-12-26T00:00:00+00:00,16837.7,16945.8,16793.9,16922.1,2069.04046893,34883558.73033994,1
1672099200000,2022-12-27T00:00:00+00:00,16922.1,16968.9,16594,16706.9,3443.66753345,57753870.881004,1
1672185600000,2022-12-28T00:00:00+00:00,16707,16783.8,16471.3,16548.9,3781.22274993,62871828.78513868,1
1672272000000,2022-12-29T00:00:00+00:00,16549,16665,16493.9,16639.2,3252.7162777,53945511.91151799,1
1672358400000,2022-12-30T00:00:00+00:00,16639,16676.3,16340.9,16613.3,5213.06285489,86111460.14672687,1
1672444800000,2022-12-31T00:00:00+00:00,16613.3,16644.9,16477.6,16544.9,2142.67063878,35515319.44274893,1
1672531200000,2023-01-01T00:00:00+00:00,16546.1,16625,16502,16615.1,1183.63099648,19590806.47552471,1
1672617600000,2023-01-02T00:00:00+00:00,16615.1,16799.3,16548.1,16673.3,3519.3678197,58722059.73951581,1
1672704000000,2023-01-03T00:00:00+00:00,16673.3,16774,16610.4,16676.8,2446.24479168,40813501.3503498,1
1672790400000,2023-01-04T00:00:00+00:00,16676.8,16988,16655.4,16852,5180.0302387,87225847.43593906,1
1672876800000,2023-01-05T00:00:00+00:00,16852,16879.2,16760.1,16832.5,2382.33745742,40089514.89198536,1
1672963200000,2023-01-06T00:00:00+00:00,16832.5,17034.5,16680.7,16950.6,4263.23719258,71732412.75133148,1
1673049600000,2023-01-07T00:00:00+00:00,16950.7,16980,16908.7,16945.5,1283.06211406,21730221.1129995,1
1673136000000,2023-01-08T00:00:00+00:00,16945.6,17179.7,16915,17129.3,2523.27722002,42913728.7706535,1
1673222400000,2023-01-09T00:00:00+00:00,17129.3,17395.7,17107.2,17181.2,6496.33183351,112014340.26584808,1
1673308800000,2023-01-10T00:00:00+00:00,17181.1,17486.4,17150.3,17439,4478.85486699,77582267.52794913,1
1673395200000,2023-01-11T00:00:00+00:00,17439,18000,17320.9,17945.2,5290.87915966,93017478.65502232,1
1673481600000,2023-01-12T00:00:00+00:00,17945.1,19112.6,17909,18844.2,19383.04289745,356383452.6270829,1
1673568000000,2023-01-13T00:00:00+00:00,18844.2,20004,18715.9,19928.4,12365.85532114,238167797.53766142,1
1673654400000,2023-01-14T00:00:00+00:00,19928.5,21482.8,19895,20950.7,24979.26833161,519261421.61730116,1
1673740800000,2023-01-15T00:00:00+00:00,20950.7,21063.8,20555.3,20874.4,7576.22711233,157495907.39888647,1
1673827200000,2023-01-16T00:00:00+00:00,20873.1,21465.3,20603,21183.8,13166.34125102,277249274.71706193,1
1673913600000,2023-01-17T00:00:00+00:00,21183.9,21634.5,20839.7,21125.5,11111.67542555,235772061.02495136,1
1674000000000,2023-01-18T00:00:00+00:00,21127,21664.6,20400,20674.2,17923.68056633,376259168.45714281,1
1674086400000,2023-01-19T00:00:00+00:00,20672.5,21179.1,20660,21072.7,5121.22874896,106770812.88967027,1
1674172800000,2023-01-20T00:00:00+00:00,21072.7,22747,20860.4,22665.6,9709.04400774,211916362.7634879,1
1674259200000,2023-01-21T00:00:00+00:00,22665.7,23379,22428.6,22779,13097.75263527,300543683.89353307,1
1674345600000,2023-01-22T00:00:00+00:00,22780,23074.4,22306.6,22708.5,7528.72532666,171253892.07215745,1
1674432000000,2023-01-23T00:00:00+00:00,22708.4,23185.2,22498.1,22914.8,7435.6719079,169745754.05789687,1
1674518400000,2023-01-24T00:00:00+00:00,22914.9,23159.8,22457.1,22629.6,7434.18357827,170099072.88853851,1
1674604800000,2023-01-25T00:00:00+00:00,22629.6,23818.7,22332.1,23052.6,11239.30265716,257686093.33409234,1
1674691200000,2023-01-26T00:00:00+00:00,23060.8,23284,22847.6,23010,6168.26544179,142195514.86090908,1
1674777600000,2023-01-27T00:00:00+00:00,23010.1,23500,22526.3,23074.8,9040.75025303,207810189.90815052,1
1674864000000,2023-01-28T00:00:00+00:00,23074.8,23185,22879.4,23025.1,3021.35178003,69530586.41607713,1
1674950400000,2023-01-29T00:00:00+00:00,23025.1,23963,22970.7,23740,8947.27928478,210084466.3834712,1
1675036800000,2023-01-30T00:00:00+00:00,23743.7,23798.1,22483,22825.1,10643.76820035,245702768.6325065,1
1675123200000,2023-01-31T00:00:00+00:00,22825,23347.7,22718.7,23127.6,5726.48015095,131601252.38257309,1
1675209600000,2023-02-01T00:00:00+00:00,23130,23850,22756,23728.7,7854.27043964,182436464.21053321,1
1675296000000,2023-02-02T00:00:00+00:00,23729,24252.7,23362.5,23487.8,10390.94119862,247441210.30559488,1
1675382400000,2023-02-03T00:00:00+00:00,23490.2,23722.5,23211,23431.2,6517.11132599,152850315.43920201,1
1675468800000,2023-02-04T00:00:00+00:00,23431.3,23583.6,23255.4,23324.7,2600.12331388,60873244.30238542,1
1675555200000,2023-02-05T00:00:00+00:00,23324.8,23432.1,22754.6,22933.1,5733.51178155,132383651.82094321,1
1675641600000,2023-02-06T00:00:00+00:00,22933.3,23158.5,22617.6,22761.7,4924.61236254,112608060.23653315,1
1675728000000,2023-02-07T00:00:00+00:00,22761.7,23349.9,22747.1,23246.1,5477.71382262,126093183.99399067,1
1675814400000,2023-02-08T00:00:00+00:00,23246.1,23457.1,22673.8,22960,4908.78650669,113193170.526973,1
1675900800000,2023-02-09T00:00:00+00:00,22960,23009.9,21678,21795,13671.27987355,304872746.48835673,1
1675987200000,2023-02-10T00:00:00+00:00,21795,21933.3,21440,21628.3,6046.09925541,131337691.87934303,1
1676073600000,2023-02-11T00:00:00+00:00,21628.4,21898.5,21600.1,21856.2,2260.41472592,49075875.03246143,1
1676160000000,2023-02-12T00:00:00+00:00,21856.2,22083.5,21628.5,21784.5,4502.11625728,98513290.01144361,1
1676246400000,2023-02-13T00:00:00+00:00,21784.7,21895.2,21356.5,21776.8,7619.71623502,164817250.3056485,1
1676332800000,2023-02-14T00:00:00+00:00,21776.9,22319.8,21540,22197.9,8562.35202887,187669675.81551628,1
1676419200000,2023-02-15T00:00:00+00:00,22197.6,24381.4,22048,24328.8,12951.84513118,301959755.79036245,1
1676505600000,2023-02-16T00:00:00+00:00,24329.2,25249.9,23502.4,23512.2,15669.82862391,384341068.55111676,1
1676592000000,2023-02-17T00:00:00+00:00,23509.8,25025,23337.1,24571.8,15295.88751509,368634799.09101023,1
1676678400000,2023-02-18T00:00:00+00:00,24570.7,24875,24427.6,24633.7,3949.17176722,97207797.48188386,1
1676764800000,2023-02-19T00:00:00+00:00,24633.7,25187,24182.1,24276,8149.74561749,201088625.71511751,1
1676851200000,2023-02-20T00:00:00+00:00,24276.1,25129.2,23836.5,24843.1,9606.06387,236886205.02976234,1
1676937600000,2023-02-21T00:00:00+00:00,24843,25320,24150.2,24450,11161.16223982,275292348.13829884,1
1677024000000,2023-02-22T00:00:00+00:00,24450,24471,23579.5,24190,8988.90653835,215434603.56397879,1
1677110400000,2023-02-23T00:00:00+00:00,24190,24602.9,23605.3,23938.8,11605.23964794,279169035.27945809,1
1677196800000,2023-02-24T00:00:00+00:00,23938.9,24131,22836.1,23190.1,11990.5529265,281144846.86716983,1
1677283200000,2023-02-25T00:00:00+00:00,23190.2,23217.8,22729.4,23157.2,5019.02857511,115505863.3116544,1
1677369600000,2023-02-26T00:00:00+00:00,23157.3,23686.7,23060.7,23557.4,4810.44032196,112239971.33290824,1
1677456000000,2023-02-27T00:00:00+00:00,23552.7,23891.2,23101,23491.2,8356.24149089,196042525.3547685,1
1677542400000,2023-02-28T00:00:00+00:00,23491.2,23600,23025.5,23136,4699.05977688,109694848.85985951,1
1677628800000,2023-03-01T00:00:00+00:00,23143.1,24009,23009.7,23632.4,8356.38724014,197472812.29992216,1
1677715200000,2023-03-02T00:00:00+00:00,23632,23792.7,23181.5,23466,5511.18257716,129003555.6851526,1
1677801600000,2023-03-03T00:00:00+00:00,23465.9,23472.9,21898,22354.5,17156.07482816,384450410.315403396,1
1677888000000,2023-03-04T00:00:00+00:00,22354.4,22403.8,22164.5,22349.7,2958.65794217,65999189.110532047,1
1677974400000,2023-03-05T00:00:00+00:00,22349.6,22666.4,22185.5,22427.6,4206.5210596,94398159.822084887,1
1678060800000,2023-03-06T00:00:00+00:00,22427.6,22598,22261.3,22409.2,5956.77362899,133622518.531562365,1
1678147200000,2023-03-07T00:00:00+00:00,22409.2,22553.3,21934.6,22201.5,8308.24100926,184852461.856980947,1
1678233600000,2023-03-08T00:00:00+00:00,22201.5,22287,21570.6,21706.7,9010.30149603,197875724.422917202,1
1678320000000,2023-03-09T00:00:00+00:00,21706.8,21830,20037,20367.2,20102.01680472,422264831.889894763,1
1678406400000,2023-03-10T00:00:00+00:00,20364.8,20368.3,19529.7,20152.6,29477.43802602,588196345.160182802,1
1678492800000,2023-03-11T00:00:00+00:00,20152.6,20688.9,19769.1,20454.7,21906.21116802,443407198.108372299,1
1678579200000,2023-03-12T00:00:00+00:00,20454.7,22160,20263.2,21995.2,16535.95439772,347429796.017437795,1
1678665600000,2023-03-13T00:00:00+00:00,21995.3,24509.3,21820.7,24116,40397.27101346,940462678.050501132,1
1678752000000,2023-03-14T00:00:00+00:00,24116.1,26424.2,23957.5,24676,46895.47498368,1176298142.795675283,1
1678838400000,2023-03-15T00:00:00+00:00,24675.2,25227.1,23873,24279.9,26008.82676517,639443455.744029864,1
1678924800000,2023-03-16T00:00:00+00:00,24279.9,25179.5,24125.2,25005.4,18077.41143903,446665475.641839753,1
1679011200000,2023-03-17T00:00:00+00:00,25002.1,27768.1,24894,27395.6,30760.02435145,813763787.636209604,1
1679097600000,2023-03-18T00:00:00+00:00,27394.5,27713.8,26565.5,26905,15656.15234983,426862908.623316979,1
1679184000000,2023-03-19T00:00:00+00:00,26905,28400.3,26825.6,27966.6,14606.18949344,404631291.914426962,1
1679270400000,2023-03-20T00:00:00+00:00,27966.3,28490,27133.4,27718.5,15769.72184277,439359052.783323886,1
1679356800000,2023-03-21T00:00:00+00:00,27716.5,28448.8,27300.1,28108.8,12272.48235288,342620152.447358765,1
1679443200000,2023-03-22T00:00:00+00:00,28104.4,28890,26603.6,27249.6,23810.37051319,664422175.966247218,1
1679529600000,2023-03-23T00:00:00+00:00,27249.7,28775.4,27114.3,28293.7,18433.35854101,515631401.096004532,1
1679616000000,2023-03-24T00:00:00+00:00,28295.2,28375,26976.8,27452.4,17120.42253367,476128864.991399318,1
1679702400000,2023-03-25T00:00:00+00:00,27452.4,27792.8,27152.8,27462.4,5694.75630012,156534274.907429748,1
1679788800000,2023-03-26T00:00:00+00:00,27461.8,28221.4,27413.3,27969.9,6716.98725637,186946500.773353566,1
1679875200000,2023-03-27T00:00:00+00:00,27969.8,28021.2,26503,27127,11555.28224871,315254674.743847573,1
1679961600000,2023-03-28T00:00:00+00:00,27127.1,27508,26625.8,27265.6,12120.90344906,327127178.168146365,1
1680048000000,2023-03-29T00:00:00+00:00,27261.6,28644.5,27243.3,28349.3,15022.23902828,421991821.462840834,1
1680134400000,2023-03-30T00:00:00+00:00,28349.4,29183.7,27680.1,28027.2,16661.40614525,473154709.586317123,1
1680220800000,2023-03-31T00:00:00+00:00,28027.2,28674.4,27503,28466.3,11892.46236668,334804061.936170131,1
1680307200000,2023-04-01T00:00:00+00:00,28466.4,28831.6,28216.4,28457,3736.46632123,106431227.837162819,1
1680393600000,2023-04-02T00:00:00+00:00,28457.1,28526,27850,28168.6,5093.2970877,143415868.619154832,1
1680480000000,2023-04-03T00:00:00+00:00,28170,28566.5,27202.9,27801,13911.04299865,389136056.030774206,1
1680566400000,2023-04-04T00:00:00+00:00,27800.1,28445,27666.6,28168.8,8089.55044677,227487236.449755074,1
1680652800000,2023-04-05T00:00:00+00:00,28168.9,28795,27808,28169.5,10513.45173171,297854099.98727604,1
1680739200000,2023-04-06T00:00:00+00:00,28167.9,28183.3,27697.5,28034.8,5467.99778321,152972760.053073794,1
1680825600000,2023-04-07T00:00:00+00:00,28034.7,28103.7,27770.5,27906.6,3438.37494239,96016450.893043611,1
1680912000000,2023-04-08T00:00:00+00:00,27906.6,28155.7,27862.5,27940,3125.15525625,87539930.534115545,1
